# 1:time 2:hplus 3:hcross
1.3701299454e-01 1.7203918094e-01 -5.1868268620e-01
1.3702229068e-01 1.7524291426e-01 -5.2121342386e-01
1.3703155892e-01 1.7809027637e-01 -5.2389004722e-01
1.3704083126e-01 1.8068465964e-01 -5.2673939051e-01
1.3705009346e-01 1.8305983041e-01 -5.2980367588e-01
1.3705935428e-01 1.8518952829e-01 -5.3305506211e-01
1.3706862458e-01 1.8720174097e-01 -5.3639019804e-01
1.3707789816e-01 1.8920160992e-01 -5.3979483521e-01
1.3708716758e-01 1.9115205479e-01 -5.4330990747e-01
1.3709643386e-01 1.9302966940e-01 -5.4682468662e-01
1.3710569604e-01 1.9485888251e-01 -5.5027706078e-01
1.3711495497e-01 1.9662650528e-01 -5.5373200858e-01
1.3712422423e-01 1.9843148809e-01 -5.5721309762e-01
1.3713350107e-01 2.0045476704e-01 -5.6071052171e-01
1.3714277720e-01 2.0269182666e-01 -5.6415325134e-01
1.3715205823e-01 2.0502051437e-01 -5.6749115788e-01
1.3716133362e-01 2.0737863928e-01 -5.7076396845e-01
1.3717059425e-01 2.0984317441e-01 -5.7402411912e-01
1.3717985881e-01 2.1247340064e-01 -5.7726782391e-01
1.3718912706e-01 2.1527170150e-01 -5.8036964766e-01
1.3719841676e-01 2.1828769607e-01 -5.8322253636e-01
1.3720769377e-01 2.2149600669e-01 -5.8586130954e-01
1.3721698002e-01 2.2483053947e-01 -5.8823404672e-01
1.3722626287e-01 2.2828475527e-01 -5.9024486083e-01
1.3723553120e-01 2.3190097871e-01 -5.9187142398e-01
1.3724480567e-01 2.3575243174e-01 -5.9308499208e-01
1.3725406418e-01 2.3982912097e-01 -5.9383772674e-01
1.3726332737e-01 2.4411147224e-01 -5.9411500543e-01
1.3727258534e-01 2.4857549264e-01 -5.9396695279e-01
1.3728184808e-01 2.5316600845e-01 -5.9339442166e-01
1.3729110652e-01 2.5784151490e-01 -5.9229582294e-01
1.3730037404e-01 2.6254073225e-01 -5.9063748376e-01
